OrtCode;Ortsname;GesamtWahlberechtigte;Partei;StimmenFuerPartei
G41021;Traun;16027;EUROPA;50
G41022;Wilhering;4670;ÖVP;1007
G41022;Wilhering;4670;SPÖ;673
G41022;Wilhering;4670;FPÖ;283
G41022;Wilhering;4670;GRÜNE;469
G41022;Wilhering;4670;NEOS;293
G41022;Wilhering;4670;KPÖ;5
G41022;Wilhering;4670;EUROPA;28
G41099;Wahlkarten - Linz-Land;0;ÖVP;2993
G41099;Wahlkarten - Linz-Land;0;SPÖ;3284
G41099;Wahlkarten - Linz-Land;0;FPÖ;1275
G41099;Wahlkarten - Linz-Land;0;GRÜNE;1675
G41099;Wahlkarten - Linz-Land;0;NEOS;901
G41099;Wahlkarten - Linz-Land;0;KPÖ;76
G41099;Wahlkarten - Linz-Land;0;EUROPA;102
G41101;Allerheiligen im Mühlkreis;1020;ÖVP;250
G41101;Allerheiligen im Mühlkreis;1020;SPÖ;145
G41101;Allerheiligen im Mühlkreis;1020;FPÖ;116
G41101;Allerheiligen im Mühlkreis;1020;GRÜNE;49
G41101;Allerheiligen im Mühlkreis;1020;NEOS;32
G41101;Allerheiligen im Mühlkreis;1020;KPÖ;3
G41101;Allerheiligen im Mühlkreis;1020;EUROPA;2
G41102;Arbing;1151;ÖVP;250
G41102;Arbing;1151;SPÖ;154
G41102;Arbing;1151;FPÖ;108
G41102;Arbing;1151;GRÜNE;95
G41102;Arbing;1151;NEOS;36
G41102;Arbing;1151;KPÖ;0
G41102;Arbing;1151;EUROPA;3
G41103;Baumgartenberg;1358;ÖVP;323
G41103;Baumgartenberg;1358;SPÖ;132
G41103;Baumgartenberg;1358;FPÖ;201
G41103;Baumgartenberg;1358;GRÜNE;66
G41103;Baumgartenberg;1358;NEOS;26
G41103;Baumgartenberg;1358;KPÖ;3
G41103;Baumgartenberg;1358;EUROPA;2
G41104;Dimbach;814;ÖVP;222
G41104;Dimbach;814;SPÖ;83
G41104;Dimbach;814;FPÖ;88
G41104;Dimbach;814;GRÜNE;29
G41104;Dimbach;814;NEOS;15
G41104;Dimbach;814;KPÖ;3
G41104;Dimbach;814;EUROPA;0
G41105;Grein;2328;ÖVP;435
G41105;Grein;2328;SPÖ;299
G41105;Grein;2328;FPÖ;221
G41105;Grein;2328;GRÜNE;114
G41105;Grein;2328;NEOS;64
G41105;Grein;2328;KPÖ;7
G41105;Grein;2328;EUROPA;10
G41106;Katsdorf;2522;ÖVP;483
G41106;Katsdorf;2522;SPÖ;418
G41106;Katsdorf;2522;FPÖ;197
G41106;Katsdorf;2522;GRÜNE;205
G41106;Katsdorf;2522;NEOS;126
G41106;Katsdorf;2522;KPÖ;3
G41106;Katsdorf;2522;EUROPA;15
G41107;Klam;763;ÖVP;165
G41107;Klam;763;SPÖ;64
G41107;Klam;763;FPÖ;117
G41107;Klam;763;GRÜNE;31
G41107;Klam;763;NEOS;25
G41107;Klam;763;KPÖ;4
G41107;Klam;763;EUROPA;6
G41108;Bad Kreuzen;1785;ÖVP;548
G41108;Bad Kreuzen;1785;SPÖ;72
G41108;Bad Kreuzen;1785;FPÖ;139
G41108;Bad Kreuzen;1785;GRÜNE;72
G41108;Bad Kreuzen;1785;NEOS;39
G41108;Bad Kreuzen;1785;KPÖ;4
G41108;Bad Kreuzen;1785;EUROPA;7
G41109;Langenstein;1961;ÖVP;290
G41109;Langenstein;1961;SPÖ;446
G41109;Langenstein;1961;FPÖ;205
G41109;Langenstein;1961;GRÜNE;102
G41109;Langenstein;1961;NEOS;76
G41109;Langenstein;1961;KPÖ;6
G41109;Langenstein;1961;EUROPA;3
G41110;Luftenberg an der Donau;3314;ÖVP;527
G41110;Luftenberg an der Donau;3314;SPÖ;602
G41110;Luftenberg an der Donau;3314;FPÖ;359
G41110;Luftenberg an der Donau;3314;GRÜNE;210
G41110;Luftenberg an der Donau;3314;NEOS;145
G41110;Luftenberg an der Donau;3314;KPÖ;16
G41110;Luftenberg an der Donau;3314;EUROPA;18
G41111;Mauthausen;3602;ÖVP;497
G41111;Mauthausen;3602;SPÖ;707
G41111;Mauthausen;3602;FPÖ;275
G41111;Mauthausen;3602;GRÜNE;210
G41111;Mauthausen;3602;NEOS;126
G41111;Mauthausen;3602;KPÖ;11
G41111;Mauthausen;3602;EUROPA;17
G41112;Mitterkirchen im Machland;1339;ÖVP;363
G41112;Mitterkirchen im Machland;1339;SPÖ;153
G41112;Mitterkirchen im Machland;1339;FPÖ;125
G41112;Mitterkirchen im Machland;1339;GRÜNE;59
G41112;Mitterkirchen im Machland;1339;NEOS;28
G41112;Mitterkirchen im Machland;1339;KPÖ;1
G41112;Mitterkirchen im Machland;1339;EUROPA;4
G41113;Münzbach;1309;ÖVP;437
G41113;Münzbach;1309;SPÖ;83
G41113;Münzbach;1309;FPÖ;160
G41113;Münzbach;1309;GRÜNE;52
G41113;Münzbach;1309;NEOS;39
G41113;Münzbach;1309;KPÖ;2
G41113;Münzbach;1309;EUROPA;4
G41114;Naarn im Machlande;2806;ÖVP;750
G41114;Naarn im Machlande;2806;SPÖ;383
G41114;Naarn im Machlande;2806;FPÖ;321
G41114;Naarn im Machlande;2806;GRÜNE;111
G41114;Naarn im Machlande;2806;NEOS;86
G41114;Naarn im Machlande;2806;KPÖ;5
G41114;Naarn im Machlande;2806;EUROPA;8
G41115;Pabneukirchen;1329;ÖVP;365
G41115;Pabneukirchen;1329;SPÖ;95
G41115;Pabneukirchen;1329;FPÖ;147
G41115;Pabneukirchen;1329;GRÜNE;48
G41115;Pabneukirchen;1329;NEOS;36
G41115;Pabneukirchen;1329;KPÖ;2
G41115;Pabneukirchen;1329;EUROPA;2
G41116;Perg;6313;ÖVP;1227
G41116;Perg;6313;SPÖ;875
G41116;Perg;6313;FPÖ;612
G41116;Perg;6313;GRÜNE;422
G41116;Perg;6313;NEOS;228
G41116;Perg;6313;KPÖ;16
G41116;Perg;6313;EUROPA;26
G41117;Rechberg;758;ÖVP;294
G41117;Rechberg;758;SPÖ;66
G41117;Rechberg;758;FPÖ;46
G41117;Rechberg;758;GRÜNE;55
G41117;Rechberg;758;NEOS;18
G41117;Rechberg;758;KPÖ;0
G41117;Rechberg;758;EUROPA;2
G41118;Ried in der Riedmark;3395;ÖVP;677
G41118;Ried in der Riedmark;3395;SPÖ;581
G41118;Ried in der Riedmark;3395;FPÖ;254
G41118;Ried in der Riedmark;3395;GRÜNE;224
G41118;Ried in der Riedmark;3395;NEOS;134
G41118;Ried in der Riedmark;3395;KPÖ;14
G41118;Ried in der Riedmark;3395;EUROPA;15
G41119;St. Georgen am Walde;1621;ÖVP;364
G41119;St. Georgen am Walde;1621;SPÖ;232
G41119;St. Georgen am Walde;1621;FPÖ;169
G41119;St. Georgen am Walde;1621;GRÜNE;46
G41119;St. Georgen am Walde;1621;NEOS;27
G41119;St. Georgen am Walde;1621;KPÖ;4
G41119;St. Georgen am Walde;1621;EUROPA;2
G41120;St. Georgen an der Gusen;3274;ÖVP;497
G41120;St. Georgen an der Gusen;3274;SPÖ;716
G41120;St. Georgen an der Gusen;3274;FPÖ;270
G41120;St. Georgen an der Gusen;3274;GRÜNE;297
G41120;St. Georgen an der Gusen;3274;NEOS;109
G41120;St. Georgen an der Gusen;3274;KPÖ;11
G41120;St. Georgen an der Gusen;3274;EUROPA;16
G41121;St. Nikola an der Donau;555;ÖVP;170
G41121;St. Nikola an der Donau;555;SPÖ;65
G41121;St. Nikola an der Donau;555;FPÖ;51
G41121;St. Nikola an der Donau;555;GRÜNE;30
G41121;St. Nikola an der Donau;555;NEOS;9
G41121;St. Nikola an der Donau;555;KPÖ;0
G41121;St. Nikola an der Donau;555;EUROPA;2
G41122;St. Thomas am Blasenstein;736;ÖVP;277
G41122;St. Thomas am Blasenstein;736;SPÖ;47
G41122;St. Thomas am Blasenstein;736;FPÖ;60
G41122;St. Thomas am Blasenstein;736;GRÜNE;26
G41122;St. Thomas am Blasenstein;736;NEOS;14
G41122;St. Thomas am Blasenstein;736;KPÖ;1
G41122;St. Thomas am Blasenstein;736;EUROPA;1
G41123;Saxen;1373;ÖVP;285
G41123;Saxen;1373;SPÖ;176
G41123;Saxen;1373;FPÖ;187
G41123;Saxen;1373;GRÜNE;74
G41123;Saxen;1373;NEOS;41
G41123;Saxen;1373;KPÖ;5
G41123;Saxen;1373;EUROPA;1
G41124;Schwertberg;3964;ÖVP;687
G41124;Schwertberg;3964;SPÖ;757
G41124;Schwertberg;3964;FPÖ;338
G41124;Schwertberg;3964;GRÜNE;299
G41124;Schwertberg;3964;NEOS;119
G41124;Schwertberg;3964;KPÖ;10
G41124;Schwertberg;3964;EUROPA;13
G41125;Waldhausen im Strudengau;2303;ÖVP;537
G41125;Waldhausen im Strudengau;2303;SPÖ;340
G41125;Waldhausen im Strudengau;2303;FPÖ;194
G41125;Waldhausen im Strudengau;2303;GRÜNE;133
G41125;Waldhausen im Strudengau;2303;NEOS;45
G41125;Waldhausen im Strudengau;2303;KPÖ;3
G41125;Waldhausen im Strudengau;2303;EUROPA;11
G41126;Windhaag bei Perg;1141;ÖVP;339
G41126;Windhaag bei Perg;1141;SPÖ;97
G41126;Windhaag bei Perg;1141;FPÖ;108
G41126;Windhaag bei Perg;1141;GRÜNE;56
G41126;Windhaag bei Perg;1141;NEOS;46
G41126;Windhaag bei Perg;1141;KPÖ;0
G41126;Windhaag bei Perg;1141;EUROPA;0
G41199;Wahlkarten - Perg;0;ÖVP;1616
G41199;Wahlkarten - Perg;0;SPÖ;1362
G41199;Wahlkarten - Perg;0;FPÖ;627
G41199;Wahlkarten - Perg;0;GRÜNE;729
G41199;Wahlkarten - Perg;0;NEOS;303
G41199;Wahlkarten - Perg;0;KPÖ;23
G41199;Wahlkarten - Perg;0;EUROPA;44
G41201;Andrichsfurt;605;ÖVP;161
G41201;Andrichsfurt;605;SPÖ;20
G41201;Andrichsfurt;605;FPÖ;62
G41201;Andrichsfurt;605;GRÜNE;25
G41201;Andrichsfurt;605;NEOS;18
G41201;Andrichsfurt;605;KPÖ;2
G41201;Andrichsfurt;605;EUROPA;2
G41202;Antiesenhofen;814;ÖVP;163
G41202;Antiesenhofen;814;SPÖ;71
G41202;Antiesenhofen;814;FPÖ;94
G41202;Antiesenhofen;814;GRÜNE;22
G41202;Antiesenhofen;814;NEOS;13
G41202;Antiesenhofen;814;KPÖ;0
G41202;Antiesenhofen;814;EUROPA;7
G41203;Aurolzmünster;2271;ÖVP;358
G41203;Aurolzmünster;2271;SPÖ;195
G41203;Aurolzmünster;2271;FPÖ;286
G41203;Aurolzmünster;2271;GRÜNE;78
G41203;Aurolzmünster;2271;NEOS;53
G41203;Aurolzmünster;2271;KPÖ;2
G41203;Aurolzmünster;2271;EUROPA;8
G41204;Eberschwang;2712;ÖVP;450
G41204;Eberschwang;2712;SPÖ;267
G41204;Eberschwang;2712;FPÖ;313
G41204;Eberschwang;2712;GRÜNE;123
G41204;Eberschwang;2712;NEOS;95
G41204;Eberschwang;2712;KPÖ;10
G41204;Eberschwang;2712;EUROPA;17
G41205;Eitzing;656;ÖVP;143
G41205;Eitzing;656;SPÖ;51
G41205;Eitzing;656;FPÖ;75
G41205;Eitzing;656;GRÜNE;37
G41205;Eitzing;656;NEOS;15
G41205;Eitzing;656;KPÖ;0
G41205;Eitzing;656;EUROPA;1
G41206;Geiersberg;423;ÖVP;90
G41206;Geiersberg;423;SPÖ;33
G41206;Geiersberg;423;FPÖ;45
G41206;Geiersberg;423;GRÜNE;20
G41206;Geiersberg;423;NEOS;12
G41206;Geiersberg;423;KPÖ;3
G41206;Geiersberg;423;EUROPA;2
G41207;Geinberg;1054;ÖVP;159
G41207;Geinberg;1054;SPÖ;40
G41207;Geinberg;1054;FPÖ;99
G41207;Geinberg;1054;GRÜNE;46
G41207;Geinberg;1054;NEOS;25
G41207;Geinberg;1054;KPÖ;0
G41207;Geinberg;1054;EUROPA;4
G41208;Gurten;932;ÖVP;202
G41208;Gurten;932;SPÖ;97
G41208;Gurten;932;FPÖ;112
G41208;Gurten;932;GRÜNE;40
G41208;Gurten;932;NEOS;21
G41208;Gurten;932;KPÖ;3
G41208;Gurten;932;EUROPA;1
G41209;Hohenzell;1787;ÖVP;457
G41209;Hohenzell;1787;SPÖ;92
G41209;Hohenzell;1787;FPÖ;175
G41209;Hohenzell;1787;GRÜNE;122
G41209;Hohenzell;1787;NEOS;66
G41209;Hohenzell;1787;KPÖ;3
G41209;Hohenzell;1787;EUROPA;12
G41210;Kirchdorf am Inn;505;ÖVP;165
G41210;Kirchdorf am Inn;505;SPÖ;22
G41210;Kirchdorf am Inn;505;FPÖ;66
G41210;Kirchdorf am Inn;505;GRÜNE;17
G41210;Kirchdorf am Inn;505;NEOS;11
G41210;Kirchdorf am Inn;505;KPÖ;1
G41210;Kirchdorf am Inn;505;EUROPA;2
G41211;Kirchheim im Innkreis;591;ÖVP;180
G41211;Kirchheim im Innkreis;591;SPÖ;35
G41211;Kirchheim im Innkreis;591;FPÖ;82
G41211;Kirchheim im Innkreis;591;GRÜNE;20
G41211;Kirchheim im Innkreis;591;NEOS;8
G41211;Kirchheim im Innkreis;591;KPÖ;1
G41211;Kirchheim im Innkreis;591;EUROPA;2
G41212;Lambrechten;1076;ÖVP;284
G41212;Lambrechten;1076;SPÖ;49
G41212;Lambrechten;1076;FPÖ;151
G41212;Lambrechten;1076;GRÜNE;41
G41212;Lambrechten;1076;NEOS;28
G41212;Lambrechten;1076;KPÖ;0
G41212;Lambrechten;1076;EUROPA;0
G41213;Lohnsburg am Kobernaußerwald;1835;ÖVP;443
G41213;Lohnsburg am Kobernaußerwald;1835;SPÖ;98
G41213;Lohnsburg am Kobernaußerwald;1835;FPÖ;206
G41213;Lohnsburg am Kobernaußerwald;1835;GRÜNE;72
G41213;Lohnsburg am Kobernaußerwald;1835;NEOS;48
G41213;Lohnsburg am Kobernaußerwald;1835;KPÖ;2
G41213;Lohnsburg am Kobernaußerwald;1835;EUROPA;3
G41214;Mehrnbach;1859;ÖVP;376
G41214;Mehrnbach;1859;SPÖ;120
G41214;Mehrnbach;1859;FPÖ;231
G41214;Mehrnbach;1859;GRÜNE;88
G41214;Mehrnbach;1859;NEOS;43
G41214;Mehrnbach;1859;KPÖ;1
G41214;Mehrnbach;1859;EUROPA;4
G41215;Mettmach;1907;ÖVP;357
G41215;Mettmach;1907;SPÖ;115
G41215;Mettmach;1907;FPÖ;290
G41215;Mettmach;1907;GRÜNE;48
G41215;Mettmach;1907;NEOS;31
G41215;Mettmach;1907;KPÖ;9
G41215;Mettmach;1907;EUROPA;4
G41216;Mörschwang;268;ÖVP;88
G41216;Mörschwang;268;SPÖ;5
G41216;Mörschwang;268;FPÖ;24
G41216;Mörschwang;268;GRÜNE;26
G41216;Mörschwang;268;NEOS;22
G41216;Mörschwang;268;KPÖ;0
G41216;Mörschwang;268;EUROPA;0
G41217;Mühlheim am Inn;532;ÖVP;103
G41217;Mühlheim am Inn;532;SPÖ;62
G41217;Mühlheim am Inn;532;FPÖ;62
G41217;Mühlheim am Inn;532;GRÜNE;26
G41217;Mühlheim am Inn;532;NEOS;12
G41217;Mühlheim am Inn;532;KPÖ;2
G41217;Mühlheim am Inn;532;EUROPA;1
G41218;Neuhofen im Innkreis;1928;ÖVP;432
G41218;Neuhofen im Innkreis;1928;SPÖ;196
G41218;Neuhofen im Innkreis;1928;FPÖ;228
G41218;Neuhofen im Innkreis;1928;GRÜNE;126
G41218;Neuhofen im Innkreis;1928;NEOS;85
G41218;Neuhofen im Innkreis;1928;KPÖ;3
G41218;Neuhofen im Innkreis;1928;EUROPA;9
G41219;Obernberg am Inn;1154;ÖVP;160
G41219;Obernberg am Inn;1154;SPÖ;76
G41219;Obernberg am Inn;1154;FPÖ;145
G41219;Obernberg am Inn;1154;GRÜNE;54
G41219;Obernberg am Inn;1154;NEOS;22
G41219;Obernberg am Inn;1154;KPÖ;0
G41219;Obernberg am Inn;1154;EUROPA;5
G41220;Ort im Innkreis;936;ÖVP;181
G41220;Ort im Innkreis;936;SPÖ;51
G41220;Ort im Innkreis;936;FPÖ;135
G41220;Ort im Innkreis;936;GRÜNE;46
G41220;Ort im Innkreis;936;NEOS;15
G41220;Ort im Innkreis;936;KPÖ;1
G41220;Ort im Innkreis;936;EUROPA;1
G41221;Pattigham;756;ÖVP;185
G41221;Pattigham;756;SPÖ;42
G41221;Pattigham;756;FPÖ;87
G41221;Pattigham;756;GRÜNE;50
G41221;Pattigham;756;NEOS;21
G41221;Pattigham;756;KPÖ;4
G41221;Pattigham;756;EUROPA;2
G41222;Peterskirchen;580;ÖVP;201
G41222;Peterskirchen;580;SPÖ;28
G41222;Peterskirchen;580;FPÖ;67
G41222;Peterskirchen;580;GRÜNE;22
G41222;Peterskirchen;580;NEOS;10
G41222;Peterskirchen;580;KPÖ;5
G41222;Peterskirchen;580;EUROPA;2
G41223;Pramet;828;ÖVP;225
G41223;Pramet;828;SPÖ;66
G41223;Pramet;828;FPÖ;111
G41223;Pramet;828;GRÜNE;30
G41223;Pramet;828;NEOS;25
G41223;Pramet;828;KPÖ;5
G41223;Pramet;828;EUROPA;4
G41224;Reichersberg;1161;ÖVP;249
G41224;Reichersberg;1161;SPÖ;66
G41224;Reichersberg;1161;FPÖ;135
G41224;Reichersberg;1161;GRÜNE;71
G41224;Reichersberg;1161;NEOS;33
G41224;Reichersberg;1161;KPÖ;3
G41224;Reichersberg;1161;EUROPA;4
G41225;Ried im Innkreis;8334;ÖVP;1207
G41225;Ried im Innkreis;8334;SPÖ;855
G41225;Ried im Innkreis;8334;FPÖ;831
G41225;Ried im Innkreis;8334;GRÜNE;560
G41225;Ried im Innkreis;8334;NEOS;305
G41225;Ried im Innkreis;8334;KPÖ;30
G41225;Ried im Innkreis;8334;EUROPA;29
G41226;Sankt Georgen bei Obernberg am Inn;458;ÖVP;175
G41226;Sankt Georgen bei Obernberg am Inn;458;SPÖ;16
G41226;Sankt Georgen bei Obernberg am Inn;458;FPÖ;25
G41226;Sankt Georgen bei Obernberg am Inn;458;GRÜNE;33
G41226;Sankt Georgen bei Obernberg am Inn;458;NEOS;11
G41226;Sankt Georgen bei Obernberg am Inn;458;KPÖ;1
G41226;Sankt Georgen bei Obernberg am Inn;458;EUROPA;0
G41227;Sankt Marienkirchen am Hausruck;686;ÖVP;224
G41227;Sankt Marienkirchen am Hausruck;686;SPÖ;34
G41227;Sankt Marienkirchen am Hausruck;686;FPÖ;103
G41227;Sankt Marienkirchen am Hausruck;686;GRÜNE;56
G41227;Sankt Marienkirchen am Hausruck;686;NEOS;27
G41227;Sankt Marienkirchen am Hausruck;686;KPÖ;2
G41227;Sankt Marienkirchen am Hausruck;686;EUROPA;0
G41228;Sankt Martin im Innkreis;1345;ÖVP;241
G41228;Sankt Martin im Innkreis;1345;SPÖ;109
G41228;Sankt Martin im Innkreis;1345;FPÖ;144
G41228;Sankt Martin im Innkreis;1345;GRÜNE;85
G41228;Sankt Martin im Innkreis;1345;NEOS;41
G41228;Sankt Martin im Innkreis;1345;KPÖ;1
G41228;Sankt Martin im Innkreis;1345;EUROPA;2
G41229;Schildorn;964;ÖVP;209
G41229;Schildorn;964;SPÖ;84
G41229;Schildorn;964;FPÖ;90
G41229;Schildorn;964;GRÜNE;39
G41229;Schildorn;964;NEOS;30
G41229;Schildorn;964;KPÖ;5
G41229;Schildorn;964;EUROPA;3
G41230;Senftenbach;613;ÖVP;162
G41230;Senftenbach;613;SPÖ;49
G41230;Senftenbach;613;FPÖ;65
G41230;Senftenbach;613;GRÜNE;27
G41230;Senftenbach;613;NEOS;20
G41230;Senftenbach;613;KPÖ;2
G41230;Senftenbach;613;EUROPA;0
G41231;Taiskirchen im Innkreis;1962;ÖVP;451
G41231;Taiskirchen im Innkreis;1962;SPÖ;115
G41231;Taiskirchen im Innkreis;1962;FPÖ;243
G41231;Taiskirchen im Innkreis;1962;GRÜNE;142
G41231;Taiskirchen im Innkreis;1962;NEOS;51
G41231;Taiskirchen im Innkreis;1962;KPÖ;6
G41231;Taiskirchen im Innkreis;1962;EUROPA;13
G41232;Tumeltsham;1263;ÖVP;288
G41232;Tumeltsham;1263;SPÖ;58
G41232;Tumeltsham;1263;FPÖ;136
G41232;Tumeltsham;1263;GRÜNE;83
G41232;Tumeltsham;1263;NEOS;43
G41232;Tumeltsham;1263;KPÖ;3
G41232;Tumeltsham;1263;EUROPA;5
G41233;Utzenaich;1191;ÖVP;279
G41233;Utzenaich;1191;SPÖ;101
G41233;Utzenaich;1191;FPÖ;137
G41233;Utzenaich;1191;GRÜNE;48
G41233;Utzenaich;1191;NEOS;26
G41233;Utzenaich;1191;KPÖ;2
G41233;Utzenaich;1191;EUROPA;7
G41234;Waldzell;1763;ÖVP;366
G41234;Waldzell;1763;SPÖ;141
G41234;Waldzell;1763;FPÖ;221
G41234;Waldzell;1763;GRÜNE;54
G41234;Waldzell;1763;NEOS;31
G41234;Waldzell;1763;KPÖ;3
G41234;Waldzell;1763;EUROPA;2
G41235;Weilbach;487;ÖVP;136
G41235;Weilbach;487;SPÖ;26
G41235;Weilbach;487;FPÖ;62
G41235;Weilbach;487;GRÜNE;17
G41235;Weilbach;487;NEOS;10
G41235;Weilbach;487;KPÖ;4
G41235;Weilbach;487;EUROPA;1
G41236;Wippenham;459;ÖVP;107
G41236;Wippenham;459;SPÖ;58
G41236;Wippenham;459;FPÖ;55
G41236;Wippenham;459;GRÜNE;18
G41236;Wippenham;459;NEOS;17
G41236;Wippenham;459;KPÖ;1
G41236;Wippenham;459;EUROPA;0
G41299;Wahlkarten - Ried im Innkreis;0;ÖVP;1670
G41299;Wahlkarten - Ried im Innkreis;0;SPÖ;896
G41299;Wahlkarten - Ried im Innkreis;0;FPÖ;775
G41299;Wahlkarten - Ried im Innkreis;0;GRÜNE;727
G41299;Wahlkarten - Ried im Innkreis;0;NEOS;286
G41299;Wahlkarten - Ried im Innkreis;0;KPÖ;27
G41299;Wahlkarten - Ried im Innkreis;0;EUROPA;34
G41304;Altenfelden;1817;ÖVP;453
G41304;Altenfelden;1817;SPÖ;168
G41304;Altenfelden;1817;FPÖ;232
G41304;Altenfelden;1817;GRÜNE;106
G41304;Altenfelden;1817;NEOS;55
G41304;Altenfelden;1817;KPÖ;3
G41304;Altenfelden;1817;EUROPA;7
G41305;Arnreit;908;ÖVP;345
G41305;Arnreit;908;SPÖ;65
G41305;Arnreit;908;FPÖ;75
G41305;Arnreit;908;GRÜNE;63
G41305;Arnreit;908;NEOS;31
G41305;Arnreit;908;KPÖ;0
G41305;Arnreit;908;EUROPA;4
G41306;Atzesberg;365;ÖVP;129
G41306;Atzesberg;365;SPÖ;27
G41306;Atzesberg;365;FPÖ;56
G41306;Atzesberg;365;GRÜNE;14
G41306;Atzesberg;365;NEOS;12
G41306;Atzesberg;365;KPÖ;0
G41306;Atzesberg;365;EUROPA;1
G41307;Auberg;432;ÖVP;151
G41307;Auberg;432;SPÖ;25
G41307;Auberg;432;FPÖ;48
G41307;Auberg;432;GRÜNE;23
G41307;Auberg;432;NEOS;13
G41307;Auberg;432;KPÖ;0
G41307;Auberg;432;EUROPA;0
G41309;Haslach an der Mühl;2092;ÖVP;407
G41309;Haslach an der Mühl;2092;SPÖ;328
G41309;Haslach an der Mühl;2092;FPÖ;162
G41309;Haslach an der Mühl;2092;GRÜNE;148
G41309;Haslach an der Mühl;2092;NEOS;62
G41309;Haslach an der Mühl;2092;KPÖ;10
G41309;Haslach an der Mühl;2092;EUROPA;10
G41311;Hörbich;328;ÖVP;121
G41311;Hörbich;328;SPÖ;10
G41311;Hörbich;328;FPÖ;44
G41311;Hörbich;328;GRÜNE;13
G41311;Hörbich;328;NEOS;4
G41311;Hörbich;328;KPÖ;0
G41311;Hörbich;328;EUROPA;1
G41312;Hofkirchen im Mühlkreis;1225;ÖVP;331
G41312;Hofkirchen im Mühlkreis;1225;SPÖ;118
G41312;Hofkirchen im Mühlkreis;1225;FPÖ;107
G41312;Hofkirchen im Mühlkreis;1225;GRÜNE;66
G41312;Hofkirchen im Mühlkreis;1225;NEOS;42
G41312;Hofkirchen im Mühlkreis;1225;KPÖ;0
G41312;Hofkirchen im Mühlkreis;1225;EUROPA;2
G41313;Julbach;1290;ÖVP;259
G41313;Julbach;1290;SPÖ;166
G41313;Julbach;1290;FPÖ;76
G41313;Julbach;1290;GRÜNE;29
G41313;Julbach;1290;NEOS;28
G41313;Julbach;1290;KPÖ;1
G41313;Julbach;1290;EUROPA;2
G41314;Kirchberg ob der Donau;869;ÖVP;239
G41314;Kirchberg ob der Donau;869;SPÖ;82
G41314;Kirchberg ob der Donau;869;FPÖ;70
G41314;Kirchberg ob der Donau;869;GRÜNE;39
G41314;Kirchberg ob der Donau;869;NEOS;36
G41314;Kirchberg ob der Donau;869;KPÖ;4
G41314;Kirchberg ob der Donau;869;EUROPA;2
G41315;Klaffer am Hochficht;1069;ÖVP;221
G41315;Klaffer am Hochficht;1069;SPÖ;102
G41315;Klaffer am Hochficht;1069;FPÖ;114
G41315;Klaffer am Hochficht;1069;GRÜNE;38
G41315;Klaffer am Hochficht;1069;NEOS;12
G41315;Klaffer am Hochficht;1069;KPÖ;2
G41315;Klaffer am Hochficht;1069;EUROPA;1
G41316;Kleinzell im Mühlkreis;1314;ÖVP;310
G41316;Kleinzell im Mühlkreis;1314;SPÖ;152
G41316;Kleinzell im Mühlkreis;1314;FPÖ;93
G41316;Kleinzell im Mühlkreis;1314;GRÜNE;87
G41316;Kleinzell im Mühlkreis;1314;NEOS;51
G41316;Kleinzell im Mühlkreis;1314;KPÖ;7
G41316;Kleinzell im Mühlkreis;1314;EUROPA;7
G41317;Kollerschlag;1202;ÖVP;357
G41317;Kollerschlag;1202;SPÖ;78
G41317;Kollerschlag;1202;FPÖ;118
G41317;Kollerschlag;1202;GRÜNE;32
G41317;Kollerschlag;1202;NEOS;20
G41317;Kollerschlag;1202;KPÖ;0
G41317;Kollerschlag;1202;EUROPA;2
G41318;Lembach im Mühlkreis;1232;ÖVP;289
G41318;Lembach im Mühlkreis;1232;SPÖ;96
G41318;Lembach im Mühlkreis;1232;FPÖ;140
G41318;Lembach im Mühlkreis;1232;GRÜNE;61
G41318;Lembach im Mühlkreis;1232;NEOS;41
G41318;Lembach im Mühlkreis;1232;KPÖ;4
G41318;Lembach im Mühlkreis;1232;EUROPA;6
G41319;Lichtenau im Mühlkreis;406;ÖVP;111
G41319;Lichtenau im Mühlkreis;406;SPÖ;23
G41319;Lichtenau im Mühlkreis;406;FPÖ;33
G41319;Lichtenau im Mühlkreis;406;GRÜNE;7
G41319;Lichtenau im Mühlkreis;406;NEOS;6
G41319;Lichtenau im Mühlkreis;406;KPÖ;0
G41319;Lichtenau im Mühlkreis;406;EUROPA;2
G41320;Nebelberg;505;ÖVP;166
G41320;Nebelberg;505;SPÖ;69
G41320;Nebelberg;505;FPÖ;31
G41320;Nebelberg;505;GRÜNE;23
G41320;Nebelberg;505;NEOS;3
G41320;Nebelberg;505;KPÖ;0
G41320;Nebelberg;505;EUROPA;2
G41321;Neufelden;936;ÖVP;233
G41321;Neufelden;936;SPÖ;90
G41321;Neufelden;936;FPÖ;69
G41321;Neufelden;936;GRÜNE;86
G41321;Neufelden;936;NEOS;34
G41321;Neufelden;936;KPÖ;1
G41321;Neufelden;936;EUROPA;6
G41322;Niederkappel;801;ÖVP;270
G41322;Niederkappel;801;SPÖ;43
G41322;Niederkappel;801;FPÖ;99
G41322;Niederkappel;801;GRÜNE;24
G41322;Niederkappel;801;NEOS;27
G41322;Niederkappel;801;KPÖ;1
G41322;Niederkappel;801;EUROPA;6
G41323;Niederwaldkirchen;1469;ÖVP;453
G41323;Niederwaldkirchen;1469;SPÖ;123
G41323;Niederwaldkirchen;1469;FPÖ;126
